year,sample,serial,cbserial,hhwt,hhtype,cluster,region,stateicp,statefip,countyicp,density,metro,strata,cntry,gq,rent,rentgrs,valueh,ssmc,pernum,perwt,momloc,poploc,sploc,sprule,momloc2,nchild,nchlt5,sex,age,marst,birthyr,race,raced,hispan,hispand,school,educ,educd,schltype,empstat,empstatd,labforce,classwkr,classwkrd,occ1950,occ1990,occ2010,wkswork1,wkswork2,uhrswork,workedyr,inctot,ftotinc,incwage,racesing,racesingd,qmarst,qrace,sprule_sp,sex_sp,age_sp,marst_sp,birthyr_sp,race_sp,raced_sp,hispan_sp,hispand_sp,school_sp,educ_sp,educd_sp,schltype_sp,empstat_sp,empstatd_sp,labforce_sp,classwkr_sp,classwkrd_sp,occ1950_sp,occ1990_sp,occ2010_sp,wkswork1_sp,wkswork2_sp,workedyr_sp,inctot_sp,ftotinc_sp,incwage_sp,racesing_sp,racesingd_sp,qmarst_sp,qrace_sp,samesex_marriage,edu,edu_sp
2019,2019 acs,861322,2019000266786,45,married-couple family household,2019008613221,middle atlantic division,new york,new york,850,15039.3,in metropolitan area: in central/principal city,390336,united states,households under 1970 definition,n/a,n/a,300000,all other same-sex married couple households,1,45,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,38,"married, spouse present",1981,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,federal govt employee,radio operators,air traffic controllers,air traffic controllers and airfield operations specialists,52,50-52 weeks,40,yes,267000,267000,215000,,,entered as written,entered as written,"direct link, clarity level 1",male,40,"married, spouse present",1979,white,white,cuban,cuban,"no, not in school",1 year of college,"1 or more years of college credit, no degree",not enrolled,not in labor force,not in labor force,"no, not in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)",managers of food-serving and lodging establishments,food service and lodging managers,0,n/a,"no, but worked 1-5 years ago (acs only)",0,267000,0,,,entered as written,entered as written,1,4,3
2019,2019 acs,861810,2019000275854,69,married-couple family household,2019008618101,middle atlantic division,new york,new york,590,5057.5,in metropolitan area: not in central/principal city,320336,united states,households under 1970 definition,n/a,n/a,550000,all other same-sex married couple households,1,68,0,0,2,"direct link, clarity level 1",0,2,2,female,40,"married, spouse present",1979,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",clerical and kindred workers (n.e.c.),"customer service reps, investigators and adjusters, except insurance",loan interviewers and clerks,52,50-52 weeks,40,yes,68000,128000,68000,,,entered as written,entered as written,"direct link, clarity level 1",female,39,"married, spouse present",1980,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,wage/salary at non-profit,musicians and music teachers,special education teachers,special education teachers,52,50-52 weeks,yes,60000,128000,60000,,,entered as written,entered as written,1,4,5
2019,2019 acs,862034,2019000279859,81,married-couple family household,2019008620341,middle atlantic division,new york,new york,610,66316.60000000001,in metropolitan area: in central/principal city,380736,united states,households under 1970 definition,1700,1760,n/a,all other same-sex married couple households,1,81,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,36,"married, spouse present",1983,chinese,chinese,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",industrial-engineers,management analysts,management analysts,52,50-52 weeks,45,yes,120000,270000,120000,,,entered as written,entered as written,"direct link, clarity level 1",male,34,"married, spouse present",1985,white,white,not hispanic,not hispanic,"no, not in school",1 year of college,"1 or more years of college credit, no degree",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","professional, technical and kindred workers (nec)",computer systems analysts and computer scientists,computer scientists and systems analysts/network systems analysts/web developers,52,50-52 weeks,yes,150000,270000,150000,,,entered as written,entered as written,1,5,3
2019,2019 acs,862270,2019000284248,18,married-couple family household,2019008622701,middle atlantic division,new york,new york,0,107,metropolitan status indeterminable (mixed),40336,united states,households under 1970 definition,870,910,n/a,all other same-sex married couple households,1,18,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,33,"married, spouse present",1986,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",operative and kindred workers (nec),graders and sorters in manufacturing,"inspectors, testers, sorters, samplers, and weighers",52,50-52 weeks,40,yes,30000,60000,30000,,,entered as written,entered as written,"direct link, clarity level 1",male,30,"married, spouse present",1989,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",clerical and kindred workers (n.e.c.),"customer service reps, investigators and adjusters, except insurance",customer service representatives,52,50-52 weeks,yes,30000,60000,30000,,,entered as written,entered as written,1,4,4
2019,2019 acs,862856,2019000294785,116,married-couple family household,2019008628561,middle atlantic division,new york,new york,710,904.7,in metropolitan area: not in central/principal city,290336,united states,households under 1970 definition,1700,1700,n/a,all other same-sex married couple households,1,116,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,32,"married, spouse present",1987,black/african american,black/african american,not hispanic,not hispanic,"yes, in school",5+ years of college,master's degree,"private school (1960,1990-2000,acs,prcs)",employed,at work,"yes, in the labor force",works for wages,wage/salary at non-profit,teachers (n.e.c.),kindergarten and earlier school teachers,preschool and kindergarten teachers,52,50-52 weeks,40,yes,40000,75000,40000,,,entered as written,entered as written,"direct link, clarity level 1",female,40,"married, spouse present",1979,white,white,not hispanic,not hispanic,"no, not in school",grade 12,regular high school diploma,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",shipping and receiving clerks,shipping and receiving clerks,"shipping, receiving, and traffic clerks",52,50-52 weeks,yes,35000,75000,35000,,,entered as written,entered as written,1,5,2
2019,2019 acs,864474,2019000324784,34,married-couple family household,2019008644741,middle atlantic division,new york,new york,470,30355.4,in metropolitan area: in central/principal city,400936,united states,households under 1970 definition,1800,1890,n/a,all other same-sex married couple households,1,35,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,36,"married, spouse present",1983,black/african american,black/african american,puerto rican,puerto rican,"no, not in school",grade 12,"some college, but less than 1 year",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",insurance agents and brokers,insurance sales occupations,insurance sales agents,52,50-52 weeks,40,yes,20000,35000,20000,,,entered as written,entered as written,"direct link, clarity level 1",female,33,"married, spouse present",1986,black/african american,black/african american,cuban,cuban,"no, not in school",grade 12,ged or alternative credential,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",salesmen and sales clerks (nec),"salespersons, n.e.c","sales representatives, wholesale and manufacturing",52,50-52 weeks,yes,15000,35000,15000,,,entered as written,entered as written,1,3,
2019,2019 acs,865255,2019000340299,109,married-couple family household,2019008652551,middle atlantic division,new york,new york,50,53223.4,in metropolitan area: in central/principal city,370936,united states,households under 1970 definition,1700,1850,n/a,all other same-sex married couple households,1,109,4,0,2,"direct link, clarity level 1",0,1 child present,no children under age 5,female,32,"married, spouse present",1987,black/african american,black/african american,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,local govt employee,"managers, officials, and proprietors (nec)",financial managers,financial managers,52,50-52 weeks,40,yes,82000,138200,82000,,,entered as written,entered as written,"direct link, clarity level 1",female,34,"married, spouse present",1985,black/african american,black/african american,not hispanic,not hispanic,"no, not in school",2 years of college,"associate's degree, type not specified",not enrolled,employed,"has job, not working","yes, in the labor force",works for wages,"wage/salary, private","cooks, except private household","cooks, variously defined",chefs and cooks,52,50-52 weeks,yes,31200,138200,1200,,,entered as written,entered as written,1,4,3
2019,2019 acs,866451,2019000362451,72,married-couple family household,2019008664511,middle atlantic division,new york,new york,550,2451.9,in metropolitan area: not in central/principal city,90436,united states,households under 1970 definition,2400,2470,n/a,all other same-sex married couple households,1,71,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,33,"married, spouse present",1986,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)","managers and administrators, n.e.c","managers, nec (including postmasters)",52,50-52 weeks,48,yes,125000,260000,125000,,,entered as written,entered as written,"direct link, clarity level 1",male,34,"married, spouse present",1985,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",editors and reporters,editors and reporters,"editors, news analysts, reporters, and correspondents",52,50-52 weeks,yes,135000,260000,110000,,,entered as written,entered as written,1,5,4
2019,2019 acs,866849,2019000369601,84,married-couple family household,2019008668491,middle atlantic division,new york,new york,0,6991.5,in metropolitan area: in central/principal city,70136,united states,households under 1970 definition,$500+,825,n/a,all other same-sex married couple households,1,84,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,28,"married, spouse present",1991,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",waiters and waitresses,waiter/waitress,waiters and waitresses,52,50-52 weeks,40,yes,26000,45800,26000,,,entered as written,entered as written,"direct link, clarity level 1",female,28,"married, spouse present",1991,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",bartenders,bartenders,bartenders,52,50-52 weeks,yes,19800,45800,19800,,,entered as written,entered as written,1,4,4
2019,2019 acs,867554,2019000383656,136,married-couple family household,2019008675541,middle atlantic division,new york,new york,610,88418.8,in metropolitan area: in central/principal city,380236,united states,households under 1970 definition,n/a,n/a,500000,all other same-sex married couple households,1,136,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",engineers (nec),not-elsewhere-classified engineers,"engineers, nec",52,50-52 weeks,45,yes,145900,185900,145000,,,entered as written,entered as written,"direct link, clarity level 1",male,33,"married, spouse present",1986,white,white,not hispanic,not hispanic,"yes, in school",2 years of college,"associate's degree, type not specified",public school,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",waiters and waitresses,waiter/waitress,waiters and waitresses,52,50-52 weeks,yes,40000,185900,35000,,,entered as written,entered as written,1,5,3
2019,2019 acs,870641,2019000440557,273,married-couple family household,2019008706411,middle atlantic division,new york,new york,610,65944.3,in metropolitan area: in central/principal city,381036,united states,households under 1970 definition,n/a,n/a,700000,all other same-sex married couple households,1,274,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,36,"married, spouse present",1983,white,white,puerto rican,puerto rican,"no, not in school",2 years of college,"associate's degree, type not specified",not enrolled,employed,at work,"yes, in the labor force",works for wages,local govt employee,policemen and detectives,"police, detectives, and private investigators",police officers and detectives,52,50-52 weeks,55,yes,135000,304000,135000,,,entered as written,entered as written,"direct link, clarity level 1",female,31,"married, spouse present",1988,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",electrical-engineers,electrical engineer,computer hardware engineers,52,50-52 weeks,yes,169000,304000,169000,,,entered as written,entered as written,1,3,4
2019,2019 acs,871132,2019000449807,99,married-couple family household,2019008711321,middle atlantic division,new york,new york,610,103559.9,in metropolitan area: in central/principal city,380836,united states,households under 1970 definition,2800,2900,n/a,all other same-sex married couple households,1,99,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,40,"married, spouse present",1979,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","buyers and dept heads, store","managers and specialists in marketing, advertising, and public relations","managers in marketing, advertising, and public relations",52,50-52 weeks,50,yes,170000,273000,170000,,,entered as written,entered as written,"direct link, clarity level 1",male,39,"married, spouse present",1980,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,wage/salary at non-profit,editors and reporters,"managers and specialists in marketing, advertising, and public relations","managers in marketing, advertising, and public relations",52,50-52 weeks,yes,103000,273000,100000,,,entered as written,entered as written,1,4,5
2019,2019 acs,871277,2019000452404,90,"male householder, no wife present",2019008712771,middle atlantic division,new york,new york,810,27409.3,in metropolitan area: in central/principal city,411236,united states,households under 1970 definition,n/a,n/a,850000,households without a same-sex married couple,2,104,0,0,3,"fourth level link, clarity level 1",0,0 children present,no children under age 5,male,28,"married, spouse present",1991,other asian or pacific islander,bangladeshi,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)",supervisors and proprietors of sales jobs,first-line supervisors of sales workers,52,50-52 weeks,40,yes,52000,183000,52000,,,entered as written,entered as written,"fourth level link, clarity level 1",male,26,"married, spouse present",1993,other asian or pacific islander,bangladeshi,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,federal govt employee,clerical and kindred workers (n.e.c.),general office clerks,"office clerks, general",52,50-52 weeks,yes,8000,183000,8000,,,entered as written,entered as written,1,4,4
2019,2019 acs,871677,2019000459250,74,married-couple family household,2019008716771,middle atlantic division,new york,new york,470,58353.4,in metropolitan area: in central/principal city,400636,united states,households under 1970 definition,1400,1500,n/a,all other same-sex married couple households,1,74,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,31,"married, spouse present",1988,two major races,white and black,other,dominican,"yes, in school",4 years of college,bachelor's degree,public school,employed,at work,"yes, in the labor force",works for wages,wage/salary at non-profit,"nurses, professional",registered nurses,registered nurses,52,50-52 weeks,40,yes,68000,101000,68000,,,entered as written,entered as written,"direct link, clarity level 1",male,36,"married, spouse present",1983,two major races,white and black,other,guatemalan,"no, not in school",1 year of college,"1 or more years of college credit, no degree",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",waiters and waitresses,waiter/waitress,waiters and waitresses,52,50-52 weeks,yes,33000,101000,33000,,,entered as written,entered as written,1,4,3
2019,2019 acs,872548,2019000474987,139,married-couple family household,2019008725481,middle atlantic division,new york,new york,0,816.3,in metropolitan area: not in central/principal city,310336,united states,households under 1970 definition,n/a,n/a,600000,all other same-sex married couple households,1,138,0,0,2,"direct link, clarity level 1",0,3,1 child under age 5,male,38,"married, spouse present",1981,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",mine operatives and laborers,other plant and system operators,"plant and system operators, nec",52,50-52 weeks,52,yes,114000,224000,114000,,,entered as written,entered as written,"direct link, clarity level 1",male,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",salesmen and sales clerks (nec),retail sales clerks,retail salespersons,52,50-52 weeks,yes,110000,224000,110000,,,entered as written,entered as written,1,4,4
2019,2019 acs,873004,2019000484069,102,married-couple family household,2019008730041,middle atlantic division,new york,new york,470,58353.4,in metropolitan area: in central/principal city,400636,united states,households under 1970 definition,n/a,n/a,1400000,all other same-sex married couple households,1,102,0,0,2,"direct link, clarity level 1",0,1 child present,1 child under age 5,female,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,professional degree beyond a bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",lawyers and judges,lawyers,"lawyers, and judges, magistrates, and other judicial workers",52,50-52 weeks,40,yes,142000,469000,140000,,,entered as written,entered as written,"direct link, clarity level 1",female,39,"married, spouse present",1980,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,professional degree beyond a bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",lawyers and judges,lawyers,"lawyers, and judges, magistrates, and other judicial workers",52,50-52 weeks,yes,327000,469000,325000,,,entered as written,entered as written,1,5,5
2019,2019 acs,874761,2019000515081,98,"female householder, no husband present",2019008747611,middle atlantic division,new york,new york,50,99723.8,in metropolitan area: in central/principal city,370736,united states,households under 1970 definition,1100,1230,n/a,households without a same-sex married couple,2,113,0,0,3,"direct link, clarity level 1",0,2,2,female,29,"married, spouse present",1990,"other race, nec","other race, n.e.c",other,dominican,"no, not in school",grade 12,"some college, but less than 1 year",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",salesmen and sales clerks (nec),"salespersons, n.e.c","sales and related workers, all other",1,1-13 weeks,10,yes,200,35200,200,,,allocated,entered as written,"direct link, clarity level 1",female,35,"married, spouse present",1984,"other race, nec","other race, n.e.c",other,dominican,"no, not in school","grade 5, 6, 7, or 8",grade 8,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","barbers, beauticians, and manicurists",hairdressers and cosmetologists,"personal appearance workers, nec",52,50-52 weeks,yes,23000,35200,23000,,,allocated,entered as written,1,3,1
2019,2019 acs,874906,2019000517691,205,married-couple family household,2019008749061,middle atlantic division,new york,new york,610,97063.89999999999,in metropolitan area: in central/principal city,380936,united states,households under 1970 definition,1900,1950,n/a,all other same-sex married couple households,1,204,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,33,"married, spouse present",1986,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","professional, technical and kindred workers (nec)",computer software developers,"software developers, applications and systems software",52,50-52 weeks,40,yes,125200,154600,122000,,,entered as written,entered as written,"direct link, clarity level 1",male,34,"married, spouse present",1985,white,white,other,colombian,"no, not in school",5+ years of college,doctoral degree,not enrolled,employed,at work,"yes, in the labor force",self-employed,"self-employed, not incorporated",authors,writers and authors,writers and authors,52,50-52 weeks,yes,29400,154600,0,,,entered as written,entered as written,1,4,5
2019,2019 acs,875188,2019000523504,99,married-couple family household,2019008751881,middle atlantic division,new york,new york,610,86032.2,in metropolitan area: in central/principal city,380336,united states,households under 1970 definition,3000,3170,n/a,all other same-sex married couple households,1,99,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,37,"married, spouse present",1982,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",accountants and auditors,accountants and auditors,accountants and auditors,52,50-52 weeks,50,yes,80000,130000,80000,,,entered as written,entered as written,"direct link, clarity level 1",male,39,"married, spouse present",1980,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",self-employed,"self-employed, not incorporated",designers,designers,designers,52,50-52 weeks,yes,50000,130000,0,,,entered as written,entered as written,1,5,5
2019,2019 acs,875240,2019000524280,72,married-couple family household,2019008752401,middle atlantic division,new york,new york,290,3137.2,in metropolitan area: central/principal city status indeterminable (mixed),120436,united states,households under 1970 definition,730,910,n/a,all other same-sex married couple households,1,71,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,39,"married, spouse present",1980,white,white,not hispanic,not hispanic,"no, not in school",grade 12,"some college, but less than 1 year",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","managers, officials, and proprietors (nec)","managers and administrators, n.e.c",computer and information systems managers,52,50-52 weeks,40,yes,34100,64100,34100,,,entered as written,entered as written,"direct link, clarity level 1",male,39,"married, spouse present",1980,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",editors and reporters,editors and reporters,"editors, news analysts, reporters, and correspondents",52,50-52 weeks,yes,30000,64100,30000,,,entered as written,entered as written,1,3,4
2019,2019 acs,875991,2019000537541,116,"female householder, no husband present",2019008759911,middle atlantic division,new york,new york,610,107844.4,in metropolitan area: in central/principal city,380136,united states,households under 1970 definition,1400,1770,n/a,households without a same-sex married couple,2,154,1,0,5,"direct link, clarity level 1",0,0 children present,no children under age 5,female,31,"married, spouse present",1988,"other race, nec","other race, n.e.c",other,dominican,"no, not in school",1 year of college,"1 or more years of college credit, no degree",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",cashiers,cashiers,cashiers,52,50-52 weeks,25,yes,12000,122500,12000,,,allocated,entered as written,"direct link, clarity level 1",female,20,"married, spouse present",1999,"other race, nec","other race, n.e.c",other,dominican,"yes, in school",1 year of college,"1 or more years of college credit, no degree",public school,not in labor force,not in labor force,"no, not in the labor force",works for wages,"wage/salary, private","barbers, beauticians, and manicurists",hairdressers and cosmetologists,"personal appearance workers, nec",0,n/a,"no, but worked 1-5 years ago (acs only)",0,122500,0,,,allocated,entered as written,1,3,3
2019,2019 acs,876118,2019000540108,112,married-couple family household,2019008761181,middle atlantic division,new york,new york,610,66316.60000000001,in metropolitan area: in central/principal city,380736,united states,households under 1970 definition,3300,3380,n/a,all other same-sex married couple households,1,112,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",authors,writers and authors,writers and authors,52,50-52 weeks,40,yes,110000,185000,110000,,,entered as written,entered as written,"direct link, clarity level 1",female,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",self-employed,"self-employed, incorporated",designers,designers,designers,52,50-52 weeks,yes,75000,185000,75000,,,entered as written,entered as written,1,4,5
2019,2019 acs,876258,2019000542497,196,married-couple family household,2019008762581,middle atlantic division,new york,new york,470,61005.7,in metropolitan area: in central/principal city,400336,united states,households under 1970 definition,1400,1470,n/a,all other same-sex married couple households,1,196,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,28,"married, spouse present",1991,two major races,white and black,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",economists,"economists, market researchers, and survey researchers",other business operations and management specialists,52,50-52 weeks,45,yes,95000,124000,95000,,,entered as written,entered as written,"direct link, clarity level 1",female,30,"married, spouse present",1989,white,white,not hispanic,not hispanic,"no, not in school",1 year of college,"1 or more years of college credit, no degree",not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","cooks, except private household",misc food prep workers,food preparation workers,52,50-52 weeks,yes,29000,124000,29000,,,entered as written,entered as written,1,5,3
2019,2019 acs,876603,2019000549468,98,married-couple family household,2019008766031,middle atlantic division,new york,new york,0,215.8,in metropolitan area: central/principal city status indeterminable (mixed),30036,united states,households under 1970 definition,n/a,n/a,150000,all other same-sex married couple households,1,98,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,state govt employee,subject not specified-professors and instructors,subject instructors (hs/college),postsecondary teachers,52,50-52 weeks,45,yes,55000,75000,55000,,,entered as written,entered as written,"direct link, clarity level 1",male,32,"married, spouse present",1987,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",architects,architects,"architects, except naval",52,50-52 weeks,yes,20000,75000,20000,,,entered as written,allocated,1,5,5
2019,2019 acs,878123,2019000576047,53,"female householder, not living alone",2019008781231,middle atlantic division,new york,new york,1090,564.1,in metropolitan area: central/principal city status indeterminable (mixed),230036,united states,additional households under 1990 definition,520,937,n/a,households without a same-sex married couple,3,57,0,0,4,"direct link, clarity level 1",0,0 children present,no children under age 5,female,40,"married, spouse present",1979,white,white,not hispanic,not hispanic,"no, not in school",nursery school to grade 4,kindergarten,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",laborers (nec),vehicle washers and equipment cleaners,cleaners of vehicles and equipment,2,1-13 weeks,40,yes,800,19800,800,,,entered as written,entered as written,"direct link, clarity level 1",female,40,"married, spouse present",1979,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private","attendants, hospital and other institution","nursing aides, orderlies, and attendants","nursing, psychiatric, and home health aides",52,50-52 weeks,yes,19000,19800,19000,,,entered as written,entered as written,1,1,4
2019,2019 acs,878193,2019000577228,47,married-couple family household,2019008781931,middle atlantic division,new york,new york,0,151.3,not in metropolitan area,210036,united states,households under 1970 definition,n/a,n/a,600000,all other same-sex married couple households,1,47,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,male,40,"married, spouse present",1979,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,wage/salary at non-profit,accountants and auditors,accountants and auditors,accountants and auditors,52,50-52 weeks,50,yes,100000,350000,100000,,,entered as written,entered as written,"direct link, clarity level 1",male,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,professional degree beyond a bachelor's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",lawyers and judges,lawyers,"lawyers, and judges, magistrates, and other judicial workers",52,50-52 weeks,yes,250000,350000,250000,,,entered as written,entered as written,1,5,5
2019,2019 acs,878535,2019000583348,134,married-couple family household,2019008785351,middle atlantic division,new york,new york,810,47180.2,in metropolitan area: in central/principal city,410936,united states,households under 1970 definition,n/a,n/a,"$400,000+",all other same-sex married couple households,1,134,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,39,"married, spouse present",1980,white,white,mexican,mexican,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,wage/salary at non-profit,teachers (n.e.c.),managers in education and related fields,education administrators,52,50-52 weeks,50,yes,96000,163000,96000,,,entered as written,entered as written,"direct link, clarity level 1",female,34,"married, spouse present",1985,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,at work,"yes, in the labor force",works for wages,"wage/salary, private",musicians and music teachers,special education teachers,special education teachers,52,50-52 weeks,yes,67000,163000,67000,,,entered as written,entered as written,1,5,5
2019,2019 acs,879527,2019000601281,71,married-couple family household,2019008795271,middle atlantic division,new york,new york,0,151.3,not in metropolitan area,210036,united states,households under 1970 definition,n/a,n/a,900000,all other same-sex married couple households,1,71,0,0,2,"direct link, clarity level 1",0,0 children present,no children under age 5,female,35,"married, spouse present",1984,white,white,not hispanic,not hispanic,"no, not in school",4 years of college,bachelor's degree,not enrolled,employed,"has job, not working","yes, in the labor force",works for wages,local govt employee,policemen and detectives,"police, detectives, and private investigators",police officers and detectives,52,50-52 weeks,40,yes,84000,169000,72000,,,entered as written,entered as written,"direct link, clarity level 1",female,31,"married, spouse present",1988,white,white,not hispanic,not hispanic,"no, not in school",5+ years of college,master's degree,not enrolled,employed,"has job, not working","yes, in the labor force",self-employed,"self-employed, incorporated",musicians and music teachers,special education teachers,special education teachers,48,48-49 weeks,yes,85000,169000,70000,,,entered as written,entered as written,1,4,5
